meeting,extractive,abstractive
Bro017.B,"which is imagine that you will start putting every co any coefficient , which you are using in your vector , in some general power . like you take a s power of two , or take a square root , because your gaussian mixture model , you 're compressing the range of this coefficient , it 's becoming less efficient . morgan was @ @ and he was saying this might be the alternative way how to play with a fudge factor ,  and i said "" in that case why don't we just start compressing individual elements , like when because we observed that higher parameters were more important than lower for recognition . and the c ze c one contributes mainly slope , when we talked about aurora still i wanted to m make a plea encourage for more communication between different parts of the distributed center . even when there is nothing to s to say but the weather is good in ore in berkeley . i 'm that it 's being appreciated in oregon and it will generate similar responses down here , no . and then we also can send the dis to the same address and it goes to everybody ","Having discussed this with the ICSI project leader, the OGI member told of some future investigation they had devised, which would look at the adjusting the importance of some features. There were also further calls for greater communication between the groups. "
Bro017.C,"finally we 've not finished with this . we have a document that explain a big part of the experiments , we 've fff done some strange things like removing c zero or c one from the vector of parameters , and we noticed that c one is almost not useful you can remove it from the vector , it doesn't hurt . no . we don't have . ",
Bro017.D,"more or less it 's finished . ma nec to need a little more time to improve the english , and to fill in something some small detail , something like that , ",
Bro017.E,"it seemed like there were still some issues , that they were trying to decide ? like the voice activity detector , how 's your documentation or whatever it w what was it you guys were working on last week ? have you been running some new experiments ? if we mail to "" aurora inhouse "" , does that go up to you guys also ? do we have a mailing list that includes the ogi people ? we should set that up . that would make it much easier . ","There was much politics involved, and disagreement between groups. The ICSI group reported their most recent progress and detailed their recent findings. "
Bro019.A,"the other thing what i tried was , took the baseline and then ran it with the endpoint inf th information , just the aurora baseline , to see that how much the baseline itself improves by just supplying the information of the the w speech and nonspeech . i found that the baseline itself improves by twenty two percent by just giving the wuh . because the second the new phase is going to be with the endpointed speech . and just to get a feel of how much the baseline itself is going to change by adding this endpoint information , use  with what other new p new parameter ? as using just the cepstrum , ","He began the meeting by reporting his recent activities, which included looking at the new baseline system. They also explained some of their projects to their guest. "
Bro019.B,"i don't have good result , with the inc including the new parameters , i don't have good result . i tried to include another new parameter to the traditional parameter , that the auto correlation , the r zero and r one over r zero and another estimation of the var the variance of the difference for of the spec si spectrum of the signal and the spectrum of time after filt mel filter bank . the idea is to found another feature for discriminate between voice sound and unvoice sound . and we try to use this new feature . i do i did two type of experiment to include this feature directly with the other feature n with the neural network i have more or less the same result . sometime it 's worse , sometime it 's a little bit better ,  will try to do that . ",The other members of the group also reported their recent progress in areas such as spectral subtraction and voicing detection. They also explained some of their projects to their guest. 
Bro019.C,"sunil 's here for the summer , and then just progress reports individually , and then plans for where we go between now and then , how about an email that points to the faq , sunil since you 're haven't been at one of these yet , why don't yo you tell us what 's up with you ? just briefly , you could remind us about the related experiments . cuz you did some that you talked about last week , both of you were both combining something from the french telecom system with the u anything else going on ? you probably need to back up a bit we 've had these discussions before , and one of the things that struck me was that about this line of thought that was particularly interesting to me was that we whenever you condense things , in an irreversible way , you throw away some information . and the question is , can we figure out if there 's something we 've thrown away that we shouldn't have . when they were looking at the difference between the filter bank and the fft that was going into the filter bank , i was thinking "" they 're picking on something they 're looking on it to figure out noise , or voice voiced property whatever . "" but for me the interesting thing was , "" but is there just something in that difference which is useful ? "" another way of doing it , would be just to take the fft power spectrum , and feed it into a neural network , and , if it 's used in combination , it will get at something that we 're missing . it 's just a thought . anything on your end you want to talk about ? is that something worth talking about , ","The ICSI Meeting Recorder Group at Berkley have a temporary new member on loan from research partner OGI. The other members of the group also reported their recent progress in areas such as spectral subtraction and voicing detection. The group shall soon be taking delivery of more machines for a computation farm, and they discussed some software tools for running large processes. He began the meeting by reporting his recent activities, which included looking at the new baseline system. They also explained some of their projects to their guest. "
Bro019.D,"the main thing that we did is just to take the spectral subtraction from the france telecom , we just tried directly to just , keep the system as it was when we plug the spectral subtraction it improves signif significantly . you can remove on line normalization , or put it , it doesn't change anything . as long as you have the spectral subtraction . and , right now if we look at the results , it 's , always better than it seems always better than france telecom for mismatch and high mismatch . and it 's still slightly worse for matched . but this is not significant . we are playing we are also playing , trying to put other spectral subtraction in the code . it would be a very simple spectral subtraction , on the mel energies we we find some people that agree to work with us , and they have implementation of vts techniques it 's vector taylor series that are used to to model the transformation between clean cepstra and noisy cepstra . it can be used for getting rid of the noise and the channel effect . ",The other members of the group also reported their recent progress in areas such as spectral subtraction and voicing detection. 
Bro019.E,"it i don't think it directly relates . i was helping a speech researcher named pierre divenyi and he 's int he wanted to look at how people respond to formant changes , he created a lot of synthetic audio files of vowel to vowel transitions , and then he wanted a psycho acoustic spectrum . and he wanted to look at how the energy is moving over time in that spectrum and compare that to the listener tests . ",
Bro019.F,"i could say a few words about some of the compute that 's happening around here , that people in the group know . we just put in an order for about twelve new machines , to use as compute farm . and andreas has gotten that all fixed up and up to speed . and he 's got a number of little utilities that make it very easy to run things using p make and customs . and send an email around or , should do an faq on the web site about it and , if you say that and then some job that you want to execute , it will find the fastest currently available machine , and export your job to that machine , and , soon , when we get all the new machines up , e then we 'll have lots more compute to use . there 's a lot of features to it and it kinda helps to balance the load of the machines people won't even have to worry about , doing speech nonspeech then . ","The group shall soon be taking delivery of more machines for a computation farm, and they discussed some software tools for running large processes. He began the meeting by reporting his recent activities, which included looking at the new baseline system. "
Bro019.G,"sunil hasn't heard about what i 've been doing . that 's just , trying to propose your next your following years of your phd work , trying to find a project to define and to work on . i 've been , looking into , doing something about r speech recognition using acoustic events . building robust primary detectors for these acoustic events , and using the outputs of these robust detectors to do speech recognition . ",They also explained some of their projects to their guest. 
Bro021.A,"still working on my quals preparation 'm thinking about , starting some , cheating experiments to , determine the , the relative effectiveness of , some intermediate categories that i want to classify . if i know where voicing occurs and everything , i would do a phone phone recognition experiment , and this would be a useful thing , to know in terms of which , which of these categories are good for , speech recognition . i hope to get those , those experiments done by the time quals come around in july . ",Other progress was also reported. 
Bro021.B,"do you make errors in different places ? different kinds of errors ? i really would like to suggest looking , a little bit at the kinds of errors . i know you can get lost in that and go forever and not see too much , but sometimes , just seeing that each of these things didn't make things better may not be enough . it may be that they 're making them better in some ways and worse in others , or increasing insertions and decreasing deletions , helping with noisy case but hurting in quiet case . and if you saw that then you it would something would occur to you of how to deal with that . also , we had we 've had these , little di discussions that was something i could say would be that we 've talked a little bit about you just doing it all with complex arithmetic and not , doing the polar representation with magnitude and phase . that @ @ given that you 're using the vad also , the effect of the vts is not far ",
Bro021.C,"the first thing is that the p eurospeech paper is , accepted . it 's the paper that describe the , system that were proposed for the aurora . and the , fff comments seems from the reviewer are good . i 've been working on t mainly on line normalization this week . i 've been trying different slightly different approaches . this actually don't s doesn't seem to help , although it doesn't hurt . but both on line normalization approach seems equivalent . i didn't look , more closely . i 've been playing a little bit with some thresholding , as a first experiment , no , the maximum energy of s each utterance then put a threshold that 's fifteen db below actually it was not a threshold , it was just adding noise . when we look at the , mfcc that result from this , they are a lot more smoother . and the result that we have in term of speech recognition , actually it 's not worse , it 's not better neither , a third thing is that , i play a little bit with the , finding what was different between , he had the france telecom blind equalization in the system . the number o of mfcc that was were used was different . you used thirteen and we used fifteen . ","The majority of the group are working on tasks related to the Aurora Project, including on-line normalization and Wiener filtering. "
Bro021.D,"the right now , the system that is there in the what we have in the repositories , with uses fifteen . we haven't w we have been always using , fifteen coefficients , not thirteen ? i 'll t s run some experiments to see whether once i have this noise compensation to see whether thirteen and fifteen really matters or not . never tested it with the compensation , but without , compensation it was like fifteen was s slightly better than thirteen , i 've been , implementing this , wiener filtering for this aurora task . i actually thought it was doing fine when i tested it once . i it 's using a small section of the code . and i got worse results than not using it . i 've been trying to find where the problem came from . and then it looks like i have some problem in the way there is some very silly bug somewhere . i it actually i it actually made the whole thing worse . and it 's , like w it 's very horrible . i was like i 'm trying to find where the m problem came , hynek showed up one suddenly on one day was actually that day i was thinking about d doing something about the wiener filtering , and then carlos matter of and then he gave me a whole bunch of filters what carlos used for his , thesis instead of designing our own new wiener filters , i may just use one of those carlos filters in this implementation that that is the next thing . once this i once i sort this pro problem out 'll just go into that also . the other thing was about the subspace approach . ","The majority of the group are working on tasks related to the Aurora Project, including on-line normalization and Wiener filtering. "
Bro021.E,"i 'm working with vts . only with vts and nothing more . not vad , no lda , nothing more . to remove the noise too . and when we put the m the , vad , the result is better . and we put everything , the result is better , but it 's not better than the result that we have without vts . ","The majority of the group are working on tasks related to the Aurora Project, including on-line normalization and Wiener filtering. "
Bro021.F,"let 's see , we should just get a list of items there 's the usual updates , everybody going around and saying , what they 're working on , the things that happened the last week . do you want to start , stephane ? how about you , barry ? 'll just pass it on to dave . how about you , sunil ? how about you , carmen ? ","The ICSI Meeting Recorder Group at Berkeley met once more to discuss group members' progress. Other progress was also reported. The majority of the group are working on tasks related to the Aurora Project, including on-line normalization and Wiener filtering. "
Bro021.G,"in my lunch talk last week i said i 'd tried phase normalization and gotten garbage results using that l long term mean subtraction approach . it turned out there was a bug in my matlab code . and , the results were better . but they still weren't as good as just subtracting the magnitude the log magnitude means . and also i 've been talking to , andreas and thilo about the , smartkom language model and about coming up with a good model for , far mike use of the smartkom system . i 'm gonna be working on , implementing this mean subtraction approach in the far mike system for the smartkom system , and thought at first , that , what i should do is unwrap the phase but i actually got worse results doing that unwrapping using the simple phase unwrapper that 's in matlab than i did not unwrapping ",Other progress was also reported. 
Bro022.A,"should we just do the same deal where we go around and do , status report things ? why don't you go ahead , barry ? you want to go next , dave ? do you want to go , stephane ? it didn't seem to help in the htk system . there 's also the normalization . i 'm not how they would do it when they 're working with the digits , but in the switchboard data , there 's , conversation side normalization for the non c zero how about you , carmen ? ","A typical progress report meeting for the ICSI Meeting Recorder Group at Berkeley. Each of the group reported their most recent progress, and any results they have achieved. This then prompted discussion about the reasons behind such findings, which were for the most part not as expected. "
Bro022.B,"i don't think just multiplying the signal by two would have any effect . if you really have louder signals , what is that you have better signal to noise ratio . the microphone isn't gonna pass any dc . actually , there are instrumentation mikes that do pass go down to dc . no , it 's the electronics . then there 's amplification afterwards . you can have dc offset in the data . they have channel adaptation . they have speaker adaptation . they have i thin think they use these , genone things . there 's these pooled models and they can go out to all sorts of dependencies . they have tied states to clarify something for me . they were supp supposedly , in the next evaluation , they 're going to be supplying us with boundaries . does any of this matter ? do we ? is there some reason that we think that 's the case ? but we 'll get some insight on that when , the gang gets back from crete . you 're you 're the first one here to work with vts , we could call someone else up who has , i don't have a good feeling for it . ","This then prompted discussion about the reasons behind such findings, which were for the most part not as expected. "
Bro022.C,"i don't see why your signal is louder after processing , didn't look , but one thing that makes a difference is this dc offset compensation . do y did you have a look at the meet meeting digits , if they have a dc component , i 'm more interested in trying to figure out what 's still the difference between the sri system and the aurora system . will train gender dependent models , because this is also one big difference between the two systems . the other differences were the fact that the acoustic models of the sri are more sri system are more complex . but , chuck , you did some experiments with this this is another difference . their normalization works like on the utterance levels . the next thing is this vad problem that , i 'm just talking about the curves that i sent you whi that shows that when the snr decrease , the current vad approach doesn't drop much frames for some particular noises , which might be then noises that are closer to speech , acoustically . first of all , the boundaries might be , like we would have t two hundred milliseconds or before and after speech . removing more than that might still make a difference in the results . no . actually if i don't don't want to work too much of on it right now . wanted to see if it 's what i observed was the re was caused by this vad problem . the second thing is the this spectral subtraction . which i 've just started yesterday to launch a bunch of , twenty five experiments , with different , values for the parameters that are used . the next thing , what i will try to do is just to try to smooth the , to smooth the d the result of the subtraction , right . ","Topics the group touched upon included spectral subtraction, phase normalization, Voice activity detection, along with comparisons between systems. Each of the group reported their most recent progress, and any results they have achieved. This then prompted discussion about the reasons behind such findings, which were for the most part not as expected. "
Bro022.D,"i am still working with , vts . and , one of the things that last week , say here is that the problem was with the diff because the signal have different level of energy . and , talking with stephane and with sunil , we decide that it was interesting to apply on line normalization before applying vts . but then we decided that 's it doesn't work because we modified also the noise . thinking about that , we then we decide that is a good idea . we don't know . i didn't do the experiment yet to apply vts in cepstral domain . we s decide to m to obtain the new expression if we work in the cepstral domain . but i 'm not if that will be usefu useful . it 's quite a lot it 's a lot of work . and i want to know if we have some feeling that the result i don't have any feeling if this will work better than apply vts aft in cepstral domain will work better than apply in m mel in filter bank domain . i don't know nothing . ","Each of the group reported their most recent progress, and any results they have achieved. "
Bro022.E,"last week i finally got results from the sri system about this mean subtraction approach . and , we got an improvement , in word error rate , training on the ti digits data set and testing on meeting recorder digits of , six percent to four point five percent , on the n on the far mike data using pzm f , but , the near mike performance worsened , from one point two percent to two point four percent . wh why would that be , considering that we actually got an improvement in near mike performance using htk ? with some input from , andreas , i have a theory in two parts . first of all htk sr the sri system is doing channel adaptation , and htk wasn't . and also , the andreas pointed out the sri system is using more parameters . those finer grained acoustic models could be more sensitive to the artifacts in the re synthesized audio . o one thing , i noticed is that , the mean subtraction seems to make the pzm signals louder after they 've been re synthesized . was wondering , is it possible that one reason it helped with the aurora baseline system is just as a gain control ? cuz some of the pzm signals sound pretty quiet if you don't amplify them . and i also , did some experiments about normalizing the phase . the interesting thing that i tried was , adam and morgan had this idea , since my original attempts to , take the mean of the phase spectra over time and normalize using that , by subtracting that off , didn't work . that we thought that might be due to , problems with , the arithmetic of phases . what i did instead is i took the mean of the fft spectrum without taking the log or anything , and then i took the phase of that , and i subtracted that phase off but that , didn't work either . ","Each of the group reported their most recent progress, and any results they have achieved. This then prompted discussion about the reasons behind such findings, which were for the most part not as expected. "
Bro022.F,"this past week i 've just been , getting down and dirty into writing my proposal . finished a section on , on talking about these intermediate categories that i want to classify , as a middle step . i hope to get this , full rough draft done by , monday can give it to morgan . ","Each of the group reported their most recent progress, and any results they have achieved. "
Bro022.G,"no . the dc component could be negligible . any all of the mikes have the dc removal some capacitor sitting right in that bias it . and the acoustic models are like k triphone models or is it the whole word ? can smooth the snr estimate , also . your filter is a function of snr . th i 've been playing with this wiener filter , like . and there are there were some bugs in the program , was p initially trying to clear them up . and , once it was cleared , i ran a few experiments with different ways of smoothing the estimated clean speech and how t estimated the noise and , smoothing the snr also . and the trend seems to be like , smoothing the current estimate of the clean speech for deriving the snr , which is like deriving the wiener filter , seems to be helping . then updating it quite fast but still it 's like it 's still comparable to the baseline . but that 's not using any wiener filter . and the other thing is putting a floor on the , snr , some in some cases the clean speech is , like when it 's estimated , it goes to very low values , the snr is very low . that actually creates a lot of variance in the low energy region of the speech . far i 've been testing only with the baseline , which is which doesn't have any lda filtering and on line normalization . want to separate the contributions out . it 's just vad , plus the wiener filter , plus the baseline system , which is , just the spectral the mel sp mel , frequency coefficients . ","Each of the group reported their most recent progress, and any results they have achieved. "
Bro028.A,"'ve , downloaded , a couple of things from mississippi state . they wrote some scripts that make it easy to run the system on the wall street journal , data . haven't run the scripts yet . i 'm waiting there was one problem with part of it and i wrote a note to joe asking him about it . 'm waiting to hear from him . they 're i 'm still waiting for them to release the , multi cpu version of their scripts , cuz right now their script only handles processing on a single cpu , which will take a really long time to run . as soon as they get that , then i 'll grab those too i 'll go ahead and try to run it though with just the single cpu one , and i they , released like a smaller data set that you can use that only takes like sixteen hours to train and can run it on that just to make that the thing works and everything . ","On the larger vocabulary task, there are still a few issues to resolve before work can really get started. "
Bro028.B,"we have to reduce it by ten milliseconds somehow . w it 's p d primary primarily determined by the vad at this point , s we can make the vad a little shorter . we probably should do that pretty soon that we don't get used to it being a certain way . but th the two th two thirty includes the tandem network ? and i is the tandem network , small enough that it will fit on the terminal size ho how much memory d ? h how many ? i 'd like to see that , cuz could think a little bit about it , cuz we we could make it a little smaller i 'd like to see how far off we are . but it 's still within their rules to have it on the , t server side . this is a particular human . this is this i this is stephane . there 's two problems there . mean , the first is that by doing lpc twelve with synthesized speech w like you 're saying , it 's i you 're adding other degradation . it 's not just the noise but you 're adding some degradation because it 's only an approximation . and the second thing is which is m more interesting is that , if you do it with whispered speech , you get this number . what if you had done analysis re synthesis and taken the pitch as now you put the pitch in . what would the percentage be then ? see , that 's the question . that would say at least for people , having the pitch is really , really important , th lpc is not a really great representation of speech . but i don't know . i do don't wanna take you away from other things . it 's probably not worth your time . it 's a side thing and there 's a lot to do . while we 're still on aurora you can talk a little about the status with the , wall street journal things for it . cuz we have to get started , it could be chuck and i had actually talked about this a couple times , and over some lunches , that , one thing that we might wanna do the there 's this question about , what do you wanna scale ? suppose y you can't adjust these word insertion penalties and forth , you have to do everything at the level of the features . and , one thing i had suggested at an earlier time was some scaling , some root of the , features . it occurred to me later , because what you really want to do is scale the , @ @ the range of the likelihoods rather than but , we still haven't had a ruling back on this . and we may end up being in a situation where we just really can't change the word insertion penalty . but the other thing we could do is also we could this may not help us , in the evaluation but it might help us in our understanding at least . we might , just run it with different insper insertion penalties , and show that , "" not changing it , playing the rules the way you wanted , we did this . but if we did that , it made a big difference . "" th it 's it 's kinda neat the thing that i wanted to add to it also was to have us use this in a multi stream way . that , when you come up with these different things , and these different functions , you don't necessarily just put them all into one huge vector , but perhaps you have some of them in one stream and some of them in another stream , and forth . ","The latency limit has been set, and the group's system is performing very well, but is a little over. On the larger vocabulary task, there are still a few issues to resolve before work can really get started. The group heard of the plan of one of it's member's work into intermediate classifiers, and also of how a visiting research student's work into auditory models can be applied to their work. "
Bro028.C,"michael kleinschmidt , who 's a phd student from germany , showed up this week . he 'll be here for about six months . and he 's done some work using an auditory model of , human hearing , and using that f to generate speech recognition features . and he did work back in germany with , a toy recognition system using , isolated digit recognition as the task . he w he 's coming here to u use it on a a real speech recognition system . th this is because it 's , there are these different parameters for the shape of these basis functions , there are a lot of different possible basis functions . and he actually does an optimization procedure to choose an optimal set of basis functions out of all the possible ones . is , he starts with he has a set of m of them . he t he tries , using just m minus one of them . there are m possible subsets of this length m vector . he tries classifying , using each of the m possible sub vectors . whichever sub vector , works the best , he says the fe feature that didn't use was the most useless feature , we 'll throw it out and we 're gonna randomly select another feature from the set of possible basis functions . ","The group heard of the plan of one of it's member's work into intermediate classifiers, and also of how a visiting research student's work into auditory models can be applied to their work. "
Bro028.D,"there was this conference call this morning , and the only topic on the agenda was just to discuss a and to come at to get a decision about this latency problem . there were like two hours of discussions , and then suddenly , people were tired , and they decided on a number , two hundred and twenty , included e including everything . currently d we have system that has two hundred and thirty . that 's not a problem , the second thing is the system that we have currently . yes . we have system that gives sixty two percent improvement , but if you want to stick to the this latency it has a latency of two thirty , but if you want also to stick to the number of features that limit it to sixty , then we go a little bit down but it 's still sixty one percent . and if we drop the tandem network , then we have fifty seven percent . no , i don't think it 's still in terms of computation , if we use their way of computing the maps the mips , it fits , but it 's , m mainly a problem of memory . and i don't know how much this can be discussed or not , because it 's it could be in rom , it 's not that expensive . i d i don't kn remember exactly , there were small tricks to make this tandem network work . and one of the trick was to , use some hierarchical structure where the silence probability is not computed by the final tandem network but by the vad network . it looks better when , we use the silence probability from the vad network there was a p problem that we observed , that there was there were many insertions in the system . actually plugging in the tandem network was increasing , the number of insertions . and then just using the other silence probability helps . the last thing is that we are getting close to human performance . that 's something i would like to investigate further , i did did , listen to the m most noisy utterances of the speechdat car italian and tried to transcribe them . that 's the flaw of the experiment . but still , what happens is that , the digit error rate on this is around one percent , while our system is currently at seven percent . but what happens also is that if i listen to the , re synthesized version of the speech and i re synthesized this using a white noise that 's filtered by a lpc , filter you can argue , that , that this is not speech , the ear is not trained to recognize this . but s actually it sound like whispering , ","On the Aurora Project, there were reports on a project conference call, the status of the tandem neural networks, and progress with the Mississippi State recognizer. The latency limit has been set, and the group's system is performing very well, but is a little over. "
Bro028.E,"that segues into what i 'm doing . the big picture is k come up with a set of , intermediate categories , then build intermediate category classifiers , then do recognition , right now i 'm in the phase where i 'm looking at , deciding on a initial set of intermediate categories . and i 'm looking for data driven methods that can help me find , a set of intermediate categories of speech that , will help me to discriminate later down the line . and one of the ideas , that was to take a neural net train an ordinary neural net to to learn the posterior probabilities of phones . the other one was , to , come up with a model a graphical model , that treats the intermediate categories as hidden variables , latent variables , that we don't know anything about , but that through , s statistical training and the algorithm , at the end of the day , we have , we have learned something about these latent , latent variables which happen to correspond to intermediate categories . ","The group heard of the plan of one of it's member's work into intermediate classifiers, and also of how a visiting research student's work into auditory models can be applied to their work. "
Bsr001.A,,
Bsr001.B,,
Bsr001.C,,
Bsr001.D,,
Bsr001.E,,
Bsr001.F,,
Bsr001.G,,
Bsr001.H,,
Btr001.A,,
Btr001.B,,
Btr001.C,,
Btr001.D,,
Btr001.E,,
Btr001.F,,
Btr002.A,,
Btr002.B,,
Btr002.C,,
Btr002.D,,
Btr002.E,,
Btr002.F,,
Buw001.A,"what can you add to it to get , some information that would be helpful for the user interface design ? the there will be jargon that we he there 'll be transcription errors . actually there 's three issues . there 's the crosspad issue . should we do it and , if what 'll we have them do ? do we have s people write summaries ? everybody or one person ? and then , do we ask people for how they would query things ? that normally at most meetings somebody is delegated to be a note taker . and why don't we just use the notes that somebody takes ? the second thing you could possibly do with it is just run a little pilot experiment with somebody saying "" here 's a summary of a meeting , what questions might you want to ask about it to go back ? "" but in most meetings that i attend , there 's somebody t explicitly taking notes , frequently on a laptop and then they post edit it into , a summary and they email it out for minutes . crosspads , we 're just gonna try it and see what happens . i j we should just say this is not we don't want to put any extra burden on people , but if they happen to generate minutes , could they send it to us ? because know when i see the clock coming near the end of the meeting , i 'm like inching towards the door . you 're probably not gonna get a lot of people wanting to do this . that doing it orally at the end of the meeting is the best time . crosspads we were going to try , if landay can get the , get them to you guys , and see if they 're interesting . getting electronic summary from a note taking person if they happen to do it anyway . getting just , digital pictures a couple digital pictures of the table and boards to set the context of the meeting . and then going around the room at the end to just say qu ask people to mention something interesting that they learned . and then the last thing c would be for those people who are willing to stay afterwards and give an oral summary . play with and generate real queries from . what i have down for action items is we 're supposed to find out about our human subject , requirements . people are supposed to send me u r for their for web pages , to c and i 'll put together an overall cover . and you also need to look at your web page and clean it up by mid july . you need to put together a mailing list . i need to email adam or jane , about getting the data . 'm just interested in getting transcriptions . w my u feeling right now on format is you guys have been doing all the work and whatever you want , we 're happy to live with . i 'm shooting to try to get it done get it put together by the beginning of august . that 's what i wanna work with , is things that s the wrong material but the right da the right source . i could use , could use your web pages . you 've got all the web pages on the meeting recor use what web pages there are out there on meeting recorders . there 's icsi , xerox , i don't think we should have rules of participation , but we should try to get a variety of meetings . that 's something that if we get the meeting going at uw , that i probably can do more than you guys , 'm just writing here , we 're not gonna try to specify rules of interaction but we 're gonna try to get more variety by i using different groups of people and different sizes . the reason why i didn't want to is be why i personally didn't want to is because i wanted it to be as , unintrusive as possi ","Meeting notes taken by participants as standard minutes or summaries, or on devices like CrossPads can provide useful information. Another option would be the recording by participants of short oral summaries of the meeting. Taking some photos of the whiteboard and the positioning of participants is easy enough to do. Finally, project web pages and mailing list are being set up and UW are going to investigate the suitability of their recording equipment. There is also work being done on the annotation of prosody. "
Buw001.B,"if you could sense just when people are writing , and you tell them not to doodle , or try not to be using that for other purposes , and each person has a note pad . they just get it when they come in the room . then you c you can just have a fff plot of wh who 's writing when . and , you can also have notes of the meeting . but i bet that 's that will allow you to go into the the hot places where people are writing things down . but i bet it 's a good superset of it . y you should also have a record of what 's on the board . but the outline is up here but i 'm just saying first of all there 's a whole bunch of fusion issues that darpa 's interested in . fusing gesture and face recognition , even lip movement and things like that , also cmu has been doing this and they have said , i talked to the student who had done this , that with two fairly inexpensive cameras they just recorded all the time think we would be we might lose the chance to use this data for somebody later who wants to do some processing on it if we don't collect it it 'd be useful to have a small amount of it just as a proof of concept . the level of the query could be , very low level or very high level . if this is something that requires a one word answer or it 's one place in the recording versus was there general agreement on this issue of all the people who ha you can gen you can ask queries that are meaningful for people . but they won't exist anywhere in the a but mark and others have said that there 's quite a lot of found data from the discourse community that has this characteristic there 's lots of recordings that they 're not close talk mike , and there 's lots of television , on , political debates and things like that , congre congressional hearings . and then the cmu folks and i were on the other side in cuz they had collected a lot of meetings that were like this and , we just left it as @ @ that if there 's found data that can be transformed for use in speech recognition easily , then we would do it , but newly collected data would be natural meetings . but as far as i know they didn't offer that data to the community at this meeting . it 's things occur without any the pe these people weren't wearing close talking mikes , but they were recorded anyway , like the congressional hearings and , for legal purposes or whatever . ","There is also interest in the speech community for fusion of speech with visual data. Candidate types are keyword searches, action items, elaboration on points of interest, and agreement between participants. The corpus could be enriched with found data (public or collected by other projects), if those prove appropriate for use in the project. "
Buw001.C,"now , something that i mentioned earlier to mari and liz is that it 's probably important to get as many non technical and non speech people as possible if you could ask other people to call and use our system , that 'd be good . ",
Buw001.D,"what we had was that we were gonna talk about data collection , and other tasks during data collection , and , once we get out beyond our little group , the people 's motivation factor , reduces enormously . but if we were asking the question , which we were , of of , "" how do we figure out what 's the nature of the queries that people are gonna want to ask of such a system ? "" , knowing what 's important doesn't tell you what people are going to be asking . i we have five hours of pilot data of the other but we have zero hours of queries . now i 'm thinking that the summary a summary , is actually a reasonable , bootstrap into this into what we 'd like to get at . now we have five hours of meetings and , you ask me , "" morgan , what d what questions do you want to ask ? "" i wouldn't have any idea what questions i want to ask . if i looked at summary of it , i 'd go "" i was in that meeting , and th that might then help me to think of things even things that aren't listed in the summary , but just as a as a refresh of what the general thing was going on in the meeting . minimally , what dan is referring to at least having some representation of the p the spatial position of the people , at the moment we should be determining this on the basis of our own , interests and needs rather than hypothetical ones from a community thing . like for a meeting like this , at least , take a polaroid of the of the boards , the question that we started with was whether there was anything else we should do during th during the collection . and the crosspads was certainly one idea , the point was to try again , to try to collect more information that could be useful later for the ui lot of the we 're doing now really is pilot it 's like the note taking thing , that y that you can't certainly can't require it or people aren't gonna want to do this . but if there 's some cases where they will , then it would be helpful . u i actually think that , again , just as a bootstrap , if we do have something like summaries , then having the people who are involved in the meetings themselves , who are cooperative and willing to do yet more , come up with queries , could at least give landay an idea of the things that people might want to know . and it might be something minor of minor importance to the meeting . and then i 'm trying to fi that 's when i look in general when i look things up most , is when it 's something that didn't really stick in my head the first time around and but for some new reason i 'm i 'm interested in the old what i keep coming back to in my own mind is that , the soonest we can do it , we need to get up some system that people who 've been involved in the meeting can go back later , even if it 's a poor system in some ways , and , and ask the questions that they actually want to know . if if as soon as we can get that going at any level , then we 'll have a much better handle on what questions people want to ask than in any anything we do before that . if we can figure out a way to jimmy a very rough system , say in a year , then that in the second and third years we actually have something to in our phone call , before , we , it turns out the way we 're gonna send the data is by , and then what they 're gonna do is take the cd rom and transfer it to analog tape and give it to a transcription service , that will  and then there will be some things many things that don't work out right . and i was gonna m email them the which i haven't yet , a pointer to the web pages that we currently have , cuz in particular they want to see the one with the way the recording room is set up we also had the , that we were s that you were gonna get us the eight hundred number we 're gonna call up your communicator thing and we 're gonna be good slash bad , depending on how you define it , users . we talked about that we 're getting the recording equipment running at uw . and he also said something about outside there that came up about the outside text sources , that he may have there 's some , carnegie mellon right ? it also depends on the style of the group of people . actually , th @ @ the cmu folk have collected a lot of data . we still haven't sent out the first note saying "" hey , this list exists "" . we 're just compiling the list . ","The discussion concerned mainly ideas about data collection and the nature and generation of queries on meetings. Summaries could be used to bootstrap for queries, the exact nature of which remained nebulous. Candidate types are keyword searches, action items, elaboration on points of interest, and agreement between participants. Taking some photos of the whiteboard and the positioning of participants is easy enough to do. Meeting notes taken by participants as standard minutes or summaries, or on devices like CrossPads can provide useful information. An initial prototype system to test any hypotheses can be pipelined. The recorded data will be stored on CD-ROM's and sent to IBM for transcription. Finally, project web pages and mailing list are being set up and UW are going to investigate the suitability of their recording equipment. "
